Feature,SHAP Value,Source
MtdNmCtnStream,0.002051675017113,5
MtdModFINAL,0.0007486961197613,5
ParamTypCtnChar[],0.0006316203313133,5
MtdFrmClswebInvkd,0.0005834921191138,5
ParamTypCtnSql,0.0005820126199292,5
MtdLogInvkd,0.0004141401306479,5
ParamDfSiMtdPars,0.0003225925728451,5
MtdNmCtnHandl,0.0003102481723654,5
ClsPUBLIC,0.0002553472111763,5
MtdRunInvkd,0.0002145197117412,5
ParamDfSiMtdPrint,0.0002145197117412,5
ParamDfSiMtdRun,0.0002145197117412,5
ParamTypCtnDb,0.0001433229561528,5
ClsNmCtnManager,2.7314867437229037e-05,5
MtdParsInvkd,8.466353895240456e-06,5
ParamDfSiMtdSend,1.576443609124789e-06,5
ClsNmCtnInput,1.2372714664384465e-07,5
MtdDumpInvkd,0.0,5
ParamDfSiMtdDump,0.0,5
ClsNmCtnRedirect,0.0,5
MtdNmCtnSetheader,0.0,5
ClsNmEndsRender,0.0,5
MtdupdatInvkd,0.0,5
InnerCls,0.0,5
ClsNmCtnHtml,0.0,5
sink,0.0,5
MtdNmCtnRedirect,0.0,5
ImplicitMtd,0.0,5
MtdNmStrtSet,0.0,5
MtdNmCtnDump,0.0,5
ClsSTATIC,0.0,5
MtdConstructor,0.0,5
ClsAnonymous,0.0,5
ParamTypCtnWeb,0.0,5
ParamDfSiMtdUpdat,0.0,5
MtdStrtOn,0.0,5
ParamDfSiMtdWrit,-4.634776512348522e-07,5
MtdsendInvkd,-4.862521571262028e-06,5
MtdFrmClsLogInvkd,-1.279619329426033e-05,5
MtdNmCtnRun,-0.0003240322923455,5
RtnTypResultSet,-0.0003771509410034,5
ParamDfSiMtdExecut,-0.0006666810325995,5
ParamDfSiMtdHandl,-0.0010869749904526,5
MtdNmCtnSend,-0.0012701976577726,5
MtdReplacInvkd,-0.001604029685144,5
MtdputInvkd,-0.0019793594386404,5
ParamDfSiMtdStream,-0.0020510814698226,5
MtdNmCtnPrint,-0.0020800449669733,5
ClsNmCtnResponse,-0.002159850995976,5
MtdNmCtnUpdat,-0.0025509479604248,5
MtdPrintInvkd,-0.0028915536378203,5
MtdModPRIVATE,-0.0034040892958841,5
MtdFrmClsSqlInvkd,-0.004179691197569,5
ParamDfSiMtdPut,-0.0042341077584997,5
MtdExecutInvkd,-0.0047582222003602,5
ClsNmEndsReq,-0.0048073337497535,5
MtdFrmClsNetInvkd,-0.00504580591696,5
MtdNmCtnWrit,-0.0050842406172592,5
ParamTypCtnCharsequence,-0.0050915170401281,5
MtdNmCtnExecut,-0.0061488837441276,5
ParamTypCtnIo,-0.0088872035370687,5
